Date,Index,Cow ,Breed,DIM,Weight1,Weight2,Lactno,FAT1,FAT2,PRO1,PRO2,LAC1,LAC2,SCC1,SCC2,MY1,MY2,COND1,COND2,Activity1,Activity2,RestTime,RestDur,RestBout
15/12/2017,24,1643,,,,,,4.58,5.19,3.44,3.53,5.11,5.01,--     ,--     ,37.4,34.9,8.3,9.2,119,147,737,85,11
15/12/2017,25,1644,,,,,,4.36,4.68,3.03,2.98,5.09,5.07,--     ,--     ,46.3,33.7,8.8,9,125,166,659,105,8
15/12/2017,26,1648,,,,,,5.17,4.93,3.52,3.04,4.93,4.49,0-200  ,200-400,36.2,22.4,8.3,9.3,130,154,524,58,8
15/12/2017,27,1649,,,,,,4.03,5.55,3.81,3.24,5.44,4.99,0-200  ,0-200  ,53.6,46.9,8.8,8.5,77,98,629,69,12
15/12/2017,28,1650,,,,,,4.82,4.73,3.88,3.39,5.08,5.14,0-200  ,0-200  ,61.5,43,8.8,8.8,208,236,455,90,4
15/12/2017,29,1653,,,,,,3.74,3.99,3.12,3.09,5.26,5.01,0-200  ,--     ,40,30,8.6,8.8,85,93,803,69,12
15/12/2017,30,1656,,,,,,4.49,4.59,3.57,3.72,5.23,5.25,0-200  ,0-200  ,36.1,45,8,8,143,212,878,134,7
15/12/2017,31,1658,,,,,,4.01,4.05,3.46,3.4,4.82,5.09,0-200  ,0-200  ,52.3,50.7,9.2,9.5,79,104,737,87,11
15/12/2017,32,1659,,,,,,3.87,4.44,3.65,3.35,5.6,5.05,0-200  ,0-200  ,38.8,29.8,8.9,9.3,99,102,683,50,15
15/12/2017,33,1660,,,,,,3.94,4.47,3.32,3.23,5.12,5.16,--     ,0-200  ,60.1,41,8.5,8.8,114,159,740,103,7
15/12/2017,34,1661,,,,,,3.83,3.95,3.16,3.11,5.03,5.18,0-200  ,0-200  ,61.7,53.8,9.7,9.6,106,121,662,89,7
15/12/2017,35,1663,,,,,,4.61,4.53,3.85,3.62,4.97,4.92,--     ,--     ,47.1,35,7.9,8,105,123,587,89,9
15/12/2017,36,1664,,,,,,4.54,4.4,3.43,3.57,4.93,5.13,0-200  ,0-200  ,47.2,50.5,9.3,8.3,133,141,698,89,9
15/12/2017,37,1666,,,,,,3.63,4.26,3.18,3.41,5.03,5,0-200  ,0-200  ,56,59.3,8.5,8.8,107,108,770,79,11
15/12/2017,38,1668,,,,,,4.36,4.22,3.01,3.12,5.12,5.17,--     ,0-200  ,52.1,48,9,9.5,99,123,617,75,9
15/12/2017,39,1670,,,,,,5.01,4.86,3.49,3.37,5.09,5.07,--     ,--     ,46.4,50.2,9,8.8,84,88,731,89,11
15/12/2017,40,1675,,,,,,4.49,5.18,3.02,3.38,5.15,5.12,--     ,--     ,26.7,25.4,7.8,8.1,92,104,602,67,13
15/12/2017,41,1676,,,,,,5,4.84,3.28,3.32,5.09,5.13,0-200  ,0-200  ,33,30.9,8.8,9.2,114,118,785,100,7
15/12/2017,42,1677,,,,,,4.78,5.33,3.16,3.15,5.11,4.93,0-200  ,0-200  ,39.3,27.4,8.5,8,107,105,632,63,11
15/12/2017,43,1679,,,,,,4.7,5.12,3.37,3.51,5.17,5,0-200  ,--     ,39.6,32.9,8.6,8.9,103,123,773,71,11
15/12/2017,44,1681,,,,,,3.74,4.63,3.32,3.29,4.96,5.14,0-200  ,0-200  ,35.3,36.6,7.9,9.2,117,121,713,71,10
15/12/2017,45,1683,,,,,,4.56,4.59,3.21,3.22,5.09,5.09,--     ,--     ,41.7,34.3,8.3,8.6,96,100,578,76,12
15/12/2017,46,1684,,,,,,4.01,4.59,3.54,3.35,4.88,5.19,--     ,0-200  ,44,34.4,9,8.8,80,98,680,69,10
15/12/2017,47,1687,,,,,,4.38,5.13,3.35,3.44,5.27,5.24,0-200  ,--     ,42.7,33.3,8.3,8.3,113,110,476,56,9
15/12/2017,48,1688,,,,,,4.82,5.05,3.65,3.59,5.13,5.14,--     ,--     ,38.7,32.2,8.8,9.4,99,103,800,71,10
15/12/2017,49,1689,,,,,,4.98,5.09,3.13,3.17,5.08,5.05,--     ,--     ,40.9,35,8.3,8.6,99,116,686,94,7
15/12/2017,50,1691,,,,,,4.13,4.51,2.82,2.92,4.96,4.93,--     ,--     ,47.5,38.7,8.8,8.4,120,113,560,79,9
15/12/2017,51,1693,,,,,,4.86,4.78,3.24,3.1,5.03,5,--     ,0-200  ,24.3,20.9,10.9,11.4,108,127,644,69,8
15/12/2017,52,1694,,,,,,4.5,4.78,2.94,2.91,5.07,5.08,0-200  ,0-200  ,24.4,20.8,8.3,8.6,117,156,653,81,7
15/12/2017,53,1699,,,,,,4.16,4.41,2.99,2.94,4.84,4.78,0-200  ,0-200  ,26.1,25.9,8.3,8.3,110,113,641,84,8
15/12/2017,54,1701,,,,,,4.83,5.26,3.43,3.29,4.99,4.84,0-200  ,0-200  ,35.5,28.7,9.2,9.3,106,106,674,79,9
15/12/2017,55,1702,,,,,,4.28,4.53,3.33,3.12,5.25,5.24,--     ,0-200  ,32.4,28.4,9.2,8.3,90,110,698,100,7
15/12/2017,56,1703,,,,,,4.79,4.7,3.06,2.98,5.01,5.11,0-200  ,--     ,30.3,28.2,8.4,8,84,93,743,73,11
15/12/2017,57,1706,,,,,,4.61,5.4,3.04,3.44,4.91,4.97,0-200  ,--     ,21.8,18.1,8.3,7.9,75,111,722,70,12
15/12/2017,58,1709,,,,,,4.34,4.96,3.31,3.72,5.09,5.01,--     ,0-200  ,38.8,37.1,8.3,8,91,123,749,51,11
15/12/2017,59,1710,,,,,,3.97,3.66,3.32,3.11,5.14,4.93,--     ,0-200  ,42.3,35.9,9.3,9.6,122,129,575,82,7
15/12/2017,60,1711,,,,,,4.73,5.03,3.9,3.78,5.23,5.09,0-200  ,0-200  ,47,45.7,8.3,8.3,107,119,569,62,9
15/12/2017,61,1712,,,,,,4.34,4.45,2.85,2.85,5.12,5.11,0-200  ,0-200  ,43.6,36.8,8.8,8.5,109,143,311,35,8
15/12/2017,62,1713,,,,,,4.23,4.26,3.05,3.04,5.01,5.05,--     ,--     ,35.3,30.8,8.8,9.2,184,213,353,54,10
15/12/2017,63,1714,,,,,,3.95,3.94,3.41,3.42,5.36,5.09,0-200  ,0-200  ,36.7,32.2,8.8,8.8,90,115,599,69,10
15/12/2017,64,1715,,,,,,3.88,4.3,3,3.28,5.01,5.15,--     ,--     ,48.8,43.8,9.3,9.7,108,144,611,62,16
15/12/2017,65,1716,,,,,,5.08,--  ,3.88,--     ,5.25,--     ,0-200  ,--     ,40.7,33.2,8.3,8.4,176,200,470,33,13
15/12/2017,66,1717,,,,,,3.81,4.28,3.22,3.34,4.97,4.99,--     ,--     ,37.3,34.2,8.8,8.3,117,137,548,69,7
15/12/2017,67,1718,,,,,,5.27,4.92,4,3.47,5.24,4.84,0-200  ,--     ,31.5,25.5,8.4,8.8,109,111,749,60,10
15/12/2017,68,1719,,,,,,--  ,--  ,--     ,--     ,--     ,--     ,--     ,--     ,--   ,--   ,--   ,--   ,--       ,--       ,--   ,--       ,--   
15/12/2017,69,1722,,,,,,4.26,4.09,2.71,2.85,4.88,4.74,0-200  ,0-200  ,41.6,34.8,8.6,8.3,132,116,284,50,9
15/12/2017,70,1727,,,,,,4.33,4.45,3.61,3.53,5.13,5.05,0-200  ,0-200  ,41.8,33.5,8.5,8.3,137,157,446,42,12
15/12/2017,71,1729,,,,,,4.21,3.91,3.09,2.97,5.01,5,0-200  ,--     ,33.4,26.4,9,9.3,126,177,230,35,19
15/12/2017,72,1730,,,,,,4.05,4.13,3.24,3.16,5.23,5.21,0-200  ,0-200  ,33.3,26.2,8,8.1,105,130,569,43,9
15/12/2017,73,1731,,,,,,3.77,4.62,3.3,3.61,4.88,4.9,0-200  ,0-200  ,33.8,31.3,7.5,7.6,98,120,587,51,18
15/12/2017,74,1732,,,,,,4.23,4.92,3.38,3.54,4.83,4.91,0-200  ,0-200  ,39.1,31.6,8,7.9,160,150,512,38,14
15/12/2017,75,1739,,,,,,4.58,4.07,3.17,2.96,4.93,4.59,--     ,200-400,24.7,18.8,8.4,8.4,--       ,--       ,542,34,11
15/12/2017,76,3322,,,,,,4.05,4.32,3.5,3.22,5.03,5.25,--     ,0-200  ,52.8,40.9,8.8,9.6,135,168,671,76,10
15/12/2017,77,3324,,,,,,4.67,5.33,3.24,3.51,5.09,4.9,0-200  ,0-200  ,23,20.3,7.8,9.6,69,80,845,77,18
15/12/2017,78,4948,,,,,,4.03,4.34,3.38,3.35,5.22,5.07,0-200  ,--     ,50.9,54.7,8.6,8.9,102,144,635,72,7
15/12/2017,79,5000,,,,,,4.78,4.67,3.21,3.02,4.9,4.9,--     ,0-200  ,49.4,47.9,8.9,9.2,95,131,821,58,15
15/12/2017,80,5001,,,,,,4.34,3.83,3.44,2.97,5.2,4.87,--     ,0-200  ,34.1,26.8,9.9,7.9,96,99,560,102,8
15/12/2017,81,5002,,,,,,4.44,4.42,3.36,3.34,5.15,5.19,--     ,--     ,50.7,40.1,8.1,8.1,103,110,794,69,12
15/12/2017,82,5003,,,,,,4.32,4.3,3.34,3.41,5.11,4.99,--     ,0-200  ,50.8,46.5,8.8,8.9,109,154,566,53,8
15/12/2017,83,5004,,,,,,4.95,4.34,3.01,2.62,4.99,4.71,0-200  ,0-200  ,33.4,29.2,8.3,8.8,80,101,755,75,10
15/12/2017,84,5100,,,,,,4.32,5.05,3.01,3.08,4.68,5.05,0-200  ,--     ,29.7,21.2,9.4,10,128,147,671,83,11
15/12/2017,85,5101,,,,,,4.88,5.59,2.73,2.88,5.01,4.95,--     ,200-400,43.4,32.6,8,7.8,108,160,533,82,7
15/12/2017,86,5102,,,,,,4.7,5.18,3.46,3.38,5.13,4.87,--     ,0-200  ,36.1,30.1,8.1,8,95,87,668,77,8
15/12/2017,87,5103,,,,,,3.88,3.83,3.09,3.06,5.2,5.2,0-200  ,0-200  ,41.5,39.2,7.9,8,83,111,617,84,8
15/12/2017,88,5104,,,,,,4.56,4.2,3.47,3.02,5.05,4.84,0-200  ,0-200  ,34,27.3,7.9,7.8,60,71,812,86,9
15/12/2017,89,5106,,,,,,4.01,3.92,3.19,3.12,5.04,5,0-200  ,--     ,44,35.9,8.8,8.8,109,165,680,56,14
15/12/2017,90,5201,,,,,,4.54,4.99,3.27,2.99,4.88,4.93,--     ,--     ,16.6,16.3,8.1,8.5,123,122,794,86,8
15/12/2017,91,5203,,,,,,3.69,4.4,3.51,3.51,5.42,5.03,0-200  ,--     ,56.5,48.6,9.9,10.1,128,105,644,63,9
15/12/2017,92,5204,,,,,,5.89,5.77,2.88,2.88,4.68,4.71,400-800,400-800,35.5,34,8.8,8.6,132,151,596,64,9
15/12/2017,93,5205,,,,,,3.99,4.11,3.4,3.58,5.07,5.04,0-200  ,--     ,61.2,52.6,9.2,8.9,90,94,698,61,13
15/12/2017,94,5300,,,,,,3.84,4.86,3.06,3.01,5.07,5.05,--     ,--     ,30.2,24.8,8.3,9,98,96,704,61,10
15/12/2017,95,5302,,,,,,4.44,4.53,3.23,3.09,5.04,5.12,--     ,0-200  ,41.4,33.4,8.9,9.2,136,137,725,60,11
15/12/2017,96,5401,,,,,,4.41,3.93,2.92,2.95,4.96,4.81,--     ,0-200  ,41.2,37.2,8.4,9.3,62,88,710,66,13
15/12/2017,97,5500,,,,,,4.9,3.94,3.11,2.85,4.78,4.7,200-400,0-200  ,46,36.9,9.3,9.6,142,131,545,46,14
15/12/2017,98,5501,,,,,,5.05,4.88,2.99,2.62,4.99,4.44,0-200  ,400-800,29.1,21.2,9.3,9.4,115,110,728,67,9
15/12/2017,99,5503,,,,,,3.42,4.3,3.28,3.36,5.11,5.14,0-200  ,--     ,60.2,49.2,8.1,8.4,117,136,554,108,8
15/12/2017,100,5504,,,,,,4.09,4.53,3.12,3.06,5.04,5.01,--     ,--     ,44.1,40.2,8.1,8.1,90,114,623,56,10
15/12/2017,101,5601,,,,,,4.71,4.95,3.66,3.37,5.05,5.07,--     ,0-200  ,42.1,28.8,9.3,9.4,95,107,845,80,9
15/12/2017,102,5603,,,,,,4.47,4.93,3.31,3.33,5.25,5.05,0-200  ,0-200  ,17.9,14.4,9.9,9.7,106,108,722,78,9
15/12/2017,103,5604,,,,,,3.92,--  ,3.14,--     ,4.65,--     ,200-400,--     ,19.6,15.6,10.3,10.6,103,104,587,108,5
15/12/2017,104,5700,,,,,,3.82,4.29,2.95,2.85,4.86,4.78,0-200  ,0-200  ,21,21.1,11.9,10.2,75,73,764,74,12
15/12/2017,105,5701,,,,,,4.59,4.68,3.4,3.43,5.16,5.09,--     ,--     ,41,29.2,8.3,8.3,--       ,--       ,785,36,9
15/12/2017,106,5702,,,,,,3.95,4.22,2.91,2.9,4.99,4.84,0-200  ,0-200  ,49.2,35.5,8.8,8.4,86,192,551,56,6
15/12/2017,107,5801,,,,,,5.09,5.42,3.26,3.44,5.05,4.82,0-200  ,0-200  ,31.8,42.2,8.3,8.3,95,92,722,106,9
16/12/2017,1,1420,,,,,,4.62,5.23,3.48,3.47,4.93,4.81,0-200  ,0-200  ,16,13.1,11.1,11.4,108,123,926,91,11
16/12/2017,2,1482,,,,,,4.79,5.07,3.2,3.2,5,4.95,0-200  ,200-400,32.3,24.8,9.5,9.7,63,76,782,81,11
16/12/2017,3,1528,,,,,,4.01,4.34,3.41,3.21,5.08,5.08,--     ,0-200  ,53.5,37.3,9.7,9.2,87,97,806,65,12
16/12/2017,4,1530,,,,,,3.9,4.9,3.57,3.82,4.98,5.07,0-200  ,0-200  ,79.9,74,8.9,8.5,96,112,854,68,11
16/12/2017,5,1555,,,,,,4.34,5.11,3.2,3.32,5.01,4.84,--     ,200-400,25.2,24.6,9.3,9.5,69,108,845,112,11
16/12/2017,6,1568,,,,,,4.72,5.01,3.63,3.54,5.37,4.86,0-200  ,--     ,15,11.1,11.6,10.2,81,102,905,113,8
16/12/2017,7,1570,,,,,,4.18,4.3,3.25,3.3,5.09,5.05,0-200  ,0-200  ,42.8,42.6,8.8,9.4,132,156,725,87,9
16/12/2017,8,1576,,,,,,4.17,3.82,3.46,2.97,5.09,5.09,--     ,0-200  ,53.2,41,9.2,9.3,74,87,695,116,7
16/12/2017,9,1588,,,,,,3.97,4.55,2.74,3.13,4.82,5.11,0-200  ,--     ,50.7,42.4,8.8,9.2,71,100,758,91,9
16/12/2017,10,1592,,,,,,5.14,4.9,3.53,3.17,4.75,4.65,0-200  ,0-200  ,16.2,14.4,8.9,9.7,122,114,650,107,6
16/12/2017,11,1596,,,,,,3.39,4.13,3.24,3.33,4.8,4.83,--     ,--     ,44.7,34.5,10.2,10.3,102,98,743,77,10
16/12/2017,12,1597,,,,,,4.71,6.05,2.97,3.19,5.01,4.93,--     ,--     ,26.3,22.9,8.8,10.1,94,156,617,84,8
16/12/2017,13,1599,,,,,,3.4,5.75,3.19,3.38,4.08,4.28,800+   ,800+   ,3,0.9,8.3,7.2,132,135,860,65,10
16/12/2017,14,1604,,,,,,4.63,4.19,3.05,2.73,4.82,4.72,0-200  ,0-200  ,47.5,39.6,9.2,9.3,71,90,677,102,9
16/12/2017,15,1606,,,,,,4.01,4.48,3.61,3.67,5.27,5.01,0-200  ,--     ,45.9,33.9,9.3,9.5,75,85,662,75,11
16/12/2017,16,1607,,,,,,4.88,--  ,5.53,--     ,2.95,--     ,--     ,--     ,2.4,--   ,6.3,--   ,--       ,--       ,--   ,--       ,--   
16/12/2017,17,1615,,,,,,4.2,4.29,3.33,3.05,5.08,5.18,0-200  ,0-200  ,61,52.1,8.5,8.5,95,93,677,82,11
16/12/2017,18,1618,,,,,,4.41,5.36,3.03,3.56,5.03,4.84,0-200  ,0-200  ,39.5,39.5,9.9,9.8,79,88,665,106,9
16/12/2017,19,1621,,,,,,4.9,4.48,3.25,2.85,4.73,4.63,200-400,200-400,41.3,35.1,8.3,9.7,94,138,779,85,8
16/12/2017,20,1627,,,,,,3.27,3.96,3.18,3.05,5.07,5.05,--     ,0-200  ,54.5,40.5,9.4,9.9,81,117,857,61,14
16/12/2017,21,1632,,,,,,4.07,4.66,3.24,3.17,4.92,4.92,--     ,--     ,18.2,16.9,10.9,11.1,101,107,833,75,14
16/12/2017,22,1633,,,,,,3.98,4.71,2.63,2.89,4.78,5.11,0-200  ,--     ,40.7,31.1,7.9,7.8,151,218,227,94,10
16/12/2017,23,1635,,,,,,3.79,4.09,3.26,3.27,5.18,5.05,--     ,--     ,59.4,52.3,8.5,9.2,114,105,512,98,6
16/12/2017,24,1638,,,,,,3.86,4.49,3.4,3.31,5.05,5.05,--     ,0-200  ,63.6,53.6,8.4,8.4,83,86,761,91,11
16/12/2017,25,1643,,,,,,5.28,4.97,3.75,3.62,5.13,5.19,0-200  ,--     ,49,33.1,9.5,8.1,118,151,701,82,9
16/12/2017,26,1644,,,,,,4.33,4.7,3.08,2.89,5.09,5.07,--     ,--     ,47.5,36.3,8.8,9,122,172,680,100,6
16/12/2017,27,1648,,,,,,5,4.99,3.62,3.36,5.07,4.86,0-200  ,--     ,40.2,32.1,9.7,10.4,128,152,743,58,12
16/12/2017,28,1649,,,,,,5.59,4.32,3.63,3.53,4.91,5.31,0-200  ,0-200  ,51,44.1,8.5,8.8,75,104,719,70,12
16/12/2017,29,1650,,,,,,4.86,4.18,3.85,3.4,5.17,5.01,0-200  ,0-200  ,68.7,48.1,9.3,8.8,196,263,695,88,6
16/12/2017,30,1653,,,,,,3.99,4.01,3.34,2.97,5.12,5.14,--     ,0-200  ,46.7,32.8,8.6,8.5,82,97,812,70,16
16/12/2017,31,1656,,,,,,5.21,5.27,3.96,4.09,5.21,5.21,0-200  ,0-200  ,51.4,42.3,8,7.9,137,207,728,135,8
16/12/2017,32,1658,,,,,,3.86,4.51,3.55,3.39,4.93,4.86,--     ,0-200  ,60.7,54,8.9,9.8,80,102,839,83,14
16/12/2017,33,1659,,,,,,4.12,3.97,3.45,3.49,4.75,5.47,--     ,0-200  ,38.9,28.3,9,9.2,95,107,722,52,14
16/12/2017,34,1660,,,,,,3.88,4.79,3.6,3.61,5.15,5,--     ,0-200  ,56.3,53.6,8.3,8.3,107,162,794,105,8
16/12/2017,35,1661,,,,,,4.07,3.9,3.23,3.11,4.93,4.95,0-200  ,--     ,65.2,52.8,9.7,9.7,100,123,662,90,10
16/12/2017,36,1663,,,,,,4.59,4.88,3.86,3.75,4.98,4.93,--     ,--     ,48.7,42.4,8.1,8.1,98,122,746,93,8
16/12/2017,37,1664,,,,,,4.42,4.81,3.46,3.41,5.07,4.9,--     ,0-200  ,49.8,41,8.5,9.2,133,139,695,93,9
16/12/2017,38,1666,,,,,,4.59,4.53,3.33,3.11,4.97,5.04,0-200  ,0-200  ,64.8,48.8,8.6,8.9,104,109,884,73,10
16/12/2017,39,1668,,,,,,3.59,4.46,3.02,3.12,4.88,5.16,0-200  ,0-200  ,59.6,48.2,8.5,9.5,96,128,587,74,9
16/12/2017,40,1670,,,,,,5.01,4.78,3.48,3.25,4.93,5.11,0-200  ,--     ,54.5,40.7,8.8,9.2,83,89,770,87,12
16/12/2017,41,1675,,,,,,4.26,4.22,3.05,2.96,5.17,4.67,--     ,0-200  ,26.6,23.5,7.9,7.8,91,108,602,65,8
16/12/2017,42,1676,,,,,,4.65,5.09,3.09,3.23,5.18,5.07,0-200  ,--     ,30.8,27.2,8.8,8.8,112,123,788,93,10
16/12/2017,43,1677,,,,,,5.05,5.09,3.15,3.29,4.99,4.68,0-200  ,200-400,34.5,31.4,8.1,8.3,101,111,614,61,11
16/12/2017,44,1679,,,,,,4.63,5.32,3.4,3.57,5.15,5.11,0-200  ,--     ,34.3,33.9,9.4,9.2,104,126,773,72,14
16/12/2017,45,1681,,,,,,4.67,4.8,3.26,3.2,5.08,5.12,0-200  ,--     ,33.9,34.7,8.1,8.5,113,128,734,78,10
16/12/2017,46,1683,,,,,,4.34,4.25,3.21,3.02,5.08,5.11,--     ,0-200  ,47.4,32.6,8.4,8.8,98,109,575,77,8
16/12/2017,47,1684,,,,,,4.45,4.53,3.36,3.66,5.5,4.93,0-200  ,--     ,49.1,45,8.8,8.8,81,99,749,66,13
16/12/2017,48,1687,,,,,,4.65,4.87,3.51,3.31,5.25,5.21,--     ,0-200  ,44.5,39.7,8.5,8.3,112,113,644,56,13
16/12/2017,49,1688,,,,,,4.91,5.09,3.58,3.4,5.09,5.05,--     ,0-200  ,41.7,35.4,9.6,8.8,99,103,698,75,15
16/12/2017,50,1689,,,,,,4.97,5.05,3.28,3.18,4.93,5.05,--     ,--     ,45.4,34,8.3,8.8,98,108,713,91,9
16/12/2017,51,1691,,,,,,3.92,4.18,2.93,2.99,5.03,5.01,--     ,--     ,47.6,46.5,8.8,8.4,123,127,521,64,9
16/12/2017,52,1693,,,,,,4.37,5.04,3.2,3.08,5.01,4.96,--     ,0-200  ,25.9,18,8.8,10.5,105,137,743,74,8
16/12/2017,53,1694,,,,,,4.13,4.97,2.58,2.89,5.08,5.03,0-200  ,0-200  ,28.9,20.3,8.9,8.8,115,168,791,93,10
16/12/2017,54,1699,,,,,,5.39,4.05,3.22,3.22,4.9,5.03,0-200  ,0-200  ,33.4,19.5,8.4,8.6,106,118,752,87,11
16/12/2017,55,1701,,,,,,4.01,5.28,3.07,3.29,4.98,4.86,0-200  ,0-200  ,35,25.5,9.3,8.9,102,112,539,79,11
16/12/2017,56,1702,,,,,,4.24,4.53,3.14,3.09,5.24,5.09,0-200  ,0-200  ,33.9,25,8.4,8.3,92,116,737,102,8
16/12/2017,57,1703,,,,,,4.25,4.57,2.64,3.04,4.88,5.07,0-200  ,--     ,35.2,30.1,8.4,8.3,83,101,776,71,11
16/12/2017,58,1706,,,,,,4.84,5.24,3.32,3.5,5.14,5,--     ,--     ,23.2,20.4,8.1,8.3,73,116,713,71,10
16/12/2017,59,1709,,,,,,4.33,4.66,3.41,3.52,5.01,5.19,--     ,--     ,37.5,38,8.3,8.4,93,118,638,52,12
16/12/2017,60,1710,,,,,,3.72,3.69,3.21,3.15,5.03,5.05,0-200  ,0-200  ,43.5,42.9,9.6,9.4,120,129,554,85,7
16/12/2017,61,1711,,,,,,4.66,4.38,3.85,3.42,5.27,5.2,0-200  ,0-200  ,48,41.5,8.4,8.8,101,117,647,65,9
16/12/2017,62,1712,,,,,,4.38,4.54,2.8,2.77,5.01,5.05,--     ,--     ,38.7,35.7,8.4,9.3,104,144,266,39,5
16/12/2017,63,1713,,,,,,4.32,4.26,3.05,3.03,5.04,5.05,--     ,--     ,35.9,33.6,8.8,8.8,173,214,380,58,12
16/12/2017,64,1714,,,,,,3.93,3.97,3.5,3.42,5.18,5.15,0-200  ,0-200  ,39.7,32.3,8.5,8.8,91,117,584,70,11
16/12/2017,65,1715,,,,,,4.07,4.41,3.11,3.32,5.01,5.12,0-200  ,0-200  ,50.6,63.9,9.3,9.2,110,138,743,62,13
16/12/2017,66,1716,,,,,,4.93,--  ,3.77,--     ,5.18,--     ,0-200  ,--     ,35.4,--   ,7.8,--   ,170,196,605,35,9
16/12/2017,67,1717,,,,,,4.54,4.17,3.55,3.18,4.99,4.95,0-200  ,--     ,46.2,32.5,8.8,8.4,99,141,599,75,8
16/12/2017,68,1718,,,,,,4.78,4.68,3.55,3.78,5.53,4.93,0-200  ,--     ,31,30.5,9.3,9.2,104,110,743,63,11
16/12/2017,69,1719,,,,,,3.48,4.93,4.18,4.96,3.31,2.04,0-200  ,--     ,4.2,16.7,9.8,9.2,--       ,--       ,254,--       ,7
16/12/2017,70,1722,,,,,,4.05,4.34,2.84,2.62,4.76,4.86,0-200  ,0-200  ,46.3,36.8,8.1,8.8,125,115,449,51,12
16/12/2017,71,1727,,,,,,4.45,3.54,3.59,3.39,5.11,5.18,0-200  ,0-200  ,41,34.2,8.3,8.5,131,162,572,43,11
16/12/2017,72,1729,,,,,,4.09,3.87,3.25,2.9,5.12,5.09,--     ,0-200  ,39.4,30.8,9.3,9.3,124,182,311,35,9
16/12/2017,73,1730,,,,,,4.3,3.72,3.22,3.32,5.2,5.15,0-200  ,0-200  ,33.7,32.3,8,8,94,129,686,46,10
16/12/2017,74,1731,,,,,,4.13,4.91,3.24,3.52,5.18,4.86,--     ,0-200  ,30,29.3,7.6,7.6,92,119,668,53,16
16/12/2017,75,1732,,,,,,4.25,3.58,3.47,3.17,4.87,4.78,0-200  ,0-200  ,42.2,30.7,8.3,8.3,149,155,338,42,9
16/12/2017,76,1739,,,,,,4.74,4.3,2.98,3.07,4.93,4.92,0-200  ,--     ,21.8,20.2,8.3,8.3,129,--       ,524,36,10
16/12/2017,77,3322,,,,,,4.01,4.98,3.33,3.66,5.5,5.01,0-200  ,0-200  ,48,40.5,9.5,9.3,136,174,758,76,11
16/12/2017,78,3324,,,,,,4.22,5.04,3.34,3.41,5.09,5.08,0-200  ,--     ,29.1,19.7,9.2,9.4,67,83,899,75,11
16/12/2017,79,4948,,,,,,3.75,4.12,3.32,3.27,5.47,5.32,0-200  ,0-200  ,58,56.3,8.9,9.3,96,149,782,71,10
16/12/2017,80,5000,,,,,,4.42,4.68,2.92,3.01,4.79,4.92,0-200  ,0-200  ,53.2,46.1,9.3,9.2,91,138,794,60,13
16/12/2017,81,5001,,,,,,4.24,4.37,3.42,3.28,5.26,5.19,--     ,0-200  ,37,27.7,8.8,7.9,96,108,494,105,9
16/12/2017,82,5002,,,,,,4.05,4.36,3.18,3.36,5.08,5.13,--     ,--     ,34.5,39.3,8.3,7.9,94,114,344,70,6
16/12/2017,83,5003,,,,,,3.53,4.19,3.17,3.31,5.08,5.16,0-200  ,--     ,48.5,46.1,8.8,8.9,107,152,683,57,12
16/12/2017,84,5004,,,,,,4.68,4.46,3.03,2.58,5.05,4.73,0-200  ,0-200  ,32.3,29.8,8.4,8.4,82,108,845,74,10
16/12/2017,85,5100,,,,,,4.68,4.83,3.2,3.27,5.03,4.95,0-200  ,--     ,30.4,22.7,10.5,9.9,120,159,671,85,11
16/12/2017,86,5101,,,,,,5.05,5.04,2.98,2.84,5.11,5.05,--     ,0-200  ,49.9,42.9,8.1,8.3,97,159,587,93,7
16/12/2017,87,5102,,,,,,4.59,5.24,3.2,3.41,5.23,4.86,--     ,0-200  ,34.2,29.3,8.3,8.4,91,92,671,71,9
16/12/2017,88,5103,,,,,,3.79,4.05,3,3.47,5.23,5.15,0-200  ,--     ,42.7,40.7,7.8,7.9,75,109,686,99,7
16/12/2017,89,5104,,,,,,4.58,4.09,3.49,3.07,5.08,4.95,0-200  ,0-200  ,33.9,27.7,8.1,7.9,60,72,815,85,12
16/12/2017,90,5106,,,,,,4.3,3.99,3.32,3.22,5.11,5.08,--     ,0-200  ,43.8,40.7,8.4,8.9,106,169,692,58,14
16/12/2017,91,5201,,,,,,4.84,5.23,3.15,2.83,4.75,4.87,--     ,--     ,21.2,21.4,8.3,8.5,116,128,920,86,13
16/12/2017,92,5203,,,,,,3.77,4.65,3.41,3.56,5.17,5.08,0-200  ,--     ,50.1,58.1,9.9,10.3,125,104,644,62,11
16/12/2017,93,5204,,,,,,5.5,5.17,2.93,2.81,4.71,4.57,400-800,--     ,33.8,34.3,9.3,9,133,154,350,63,5
16/12/2017,94,5205,,,,,,3.85,4.68,3.22,3.65,5.3,5.05,0-200  ,0-200  ,47.3,49,8.6,9,91,94,803,59,13
16/12/2017,95,5300,,,,,,4.23,4.26,3.13,2.78,4.84,4.96,--     ,0-200  ,34.7,28.9,8.3,9.2,96,99,659,60,21
16/12/2017,96,5302,,,,,,4.41,4.55,3.14,3.22,5.01,5.04,0-200  ,--     ,43,34.1,9.3,8.8,134,151,686,60,12
16/12/2017,97,5401,,,,,,3.71,4.36,2.96,2.9,4.88,5.05,0-200  ,--     ,45.3,31.9,8.4,9.3,68,92,773,63,16
