Date,Index,Cow ,Breed,DIM,Weight1,Weight2,Lactno,FAT1,FAT2,PRO1,PRO2,LAC1,LAC2,SCC1,SCC2,MY1,MY2,COND1,COND2,Activity1,Activity2,RestTime,RestDur,RestBout
4/04/2018,40,1680,Holstein,67,1311,1347,2,4.05,4.76,3.14,3.26,4.92,4.79,--     ,0-200  ,51.8,59.5,8.8,8.5,142,125,620,57,9
4/04/2018,41,1681,Holstein,424,1500,--    ,1,4.26,4.44,3.71,3.25,5.09,4.84,--     ,0-200  ,36.3,30,8.3,8.1,118,126,629,54,11
4/04/2018,42,1684,Holstein,384,1415,1544,1,4.9,4.53,3.6,3.66,5.36,5.32,0-200  ,0-200  ,51.3,34.8,9.2,8.1,73,81,791,64,11
4/04/2018,43,1685,Holstein,101,1417,1380,2,3.81,4.43,3.46,3.33,5.12,4.84,0-200  ,0-200  ,46.3,38.9,8.9,8.6,126,115,599,50,12
4/04/2018,44,1688,Holstein,338,1584,1704,1,4.4,4.66,3.72,3.71,4.93,4.92,--     ,0-200  ,35,30.1,8.3,8.9,4250,120,782,46,12
4/04/2018,45,1689,Holstein,417,1421,1510,1,4.81,4.63,3.46,3.24,5.03,4.9,--     ,--     ,39.8,30.7,8.1,8.6,101,116,608,88,6
4/04/2018,46,1690,Holstein,77,1256,1293,2,3.66,3.9,3.46,3.25,4.88,4.93,--     ,0-200  ,59.4,51.8,8.3,8.4,148,137,413,68,7
4/04/2018,47,1691,Holstein,363,1566,1679,1,4.4,4.66,3.27,2.99,4.74,4.93,0-200  ,--     ,51.8,38.1,9,8.3,100,130,695,54,12
4/04/2018,48,1693,Holstein,36,1312,--    ,2,3.93,4.13,3.5,3.53,4.78,4.98,0-200  ,--     ,63.4,55.3,9.4,9.6,131,111,449,43,15
4/04/2018,49,1699,Holstein,377,1737,2060,1,5.33,5.13,3.46,3.42,4.76,4.81,200-400,200-400,10.7,8.8,8.4,8.8,73,105,536,72,9
4/04/2018,50,1701,Holstein,39,1386,1369,2,4.03,4.42,3.92,3.57,5.14,5.03,0-200  ,0-200  ,55.9,54.9,10.1,10.8,113,113,560,53,13
4/04/2018,51,1702,Holstein,425,1435,1494,1,4.76,4.97,3.5,3.64,4.96,5.05,0-200  ,--     ,33.1,23.7,8.9,9.3,70,82,623,84,7
4/04/2018,52,1704,Holstein,73,1394,1426,2,4.46,4.28,3.13,2.98,4.84,4.87,0-200  ,--     ,49.2,41.2,8.6,8.9,127,127,563,65,8
4/04/2018,53,1705,Holstein,86,1528,1580,2,3.86,4.3,3.71,3.58,5.12,4.91,--     ,--     ,43.1,41.7,8.5,8.4,130,121,554,53,10
4/04/2018,54,1709,Holstein,209,1612,1671,1,4.18,4.81,3.47,3.66,5.11,4.9,0-200  ,0-200  ,39.4,26.1,8.1,9.9,75,98,719,62,12
4/04/2018,55,1710,Holstein,207,1384,--    ,1,5.19,4.15,2.79,3.07,4.8,4.87,0-200  ,0-200  ,41.2,35.4,9.8,9.3,126,115,464,93,10
4/04/2018,56,1711,Holstein,191,1412,1527,1,3.86,4.63,3.81,3.64,5,5.09,--     ,0-200  ,51.3,39.4,8.6,9.3,113,118,578,79,7
4/04/2018,57,1712,Holstein,139,1430,1431,1,4.34,4.51,3.14,3.11,4.93,4.8,0-200  ,200-400,49.8,40.6,8.5,9.4,136,124,329,73,6
4/04/2018,58,1713,Holstein,162,1384,1354,1,4.3,3.91,3.18,3.19,4.91,4.83,0-200  ,0-200  ,43,37.5,8.4,8.8,238,219,359,97,5
4/04/2018,59,1714,Holstein,198,1480,1563,1,4.15,4.53,3.51,3.39,5.01,4.96,--     ,0-200  ,33.5,26.3,8.9,8.6,103,113,725,81,9
4/04/2018,60,1715,Holstein,213,1638,1508,1,4.44,4.05,3.5,3.41,5,4.95,--     ,--     ,52.3,42,9.6,10.2,127,141,644,62,12
4/04/2018,61,1716,Holstein,137,1336,1292,1,4.38,4.61,3.46,3.69,4.93,4.79,--     ,0-200  ,29.6,39.1,8.5,8.8,168,216,656,88,7
4/04/2018,62,1717,Holstein,177,1485,1564,1,4.19,4.07,3.56,3.51,4.97,4.84,0-200  ,--     ,54.6,42.4,8.8,9.6,91,98,740,66,10
4/04/2018,63,1718,Holstein,213,1444,1461,1,4.49,4.75,3.83,3.8,5,4.76,--     ,0-200  ,37.6,30.1,9.3,9.5,111,101,485,65,10
4/04/2018,64,1719,Holstein,110,1088,--    ,1,4.34,4.55,3.51,3.51,5.05,5,--     ,--     ,34.8,28.7,9.7,9.5,115,123,812,82,8
4/04/2018,65,1721,Holstein,96,1411,1445,1,3.61,4.88,3.62,3.64,5.26,4.88,0-200  ,0-200  ,27.6,25.1,9.4,9.8,134,145,530,50,10
4/04/2018,66,1722,Holstein,133,1274,1269,1,4.58,4.88,3.29,3.39,4.8,4.91,0-200  ,--     ,39.5,34.4,9,8.8,90,96,497,54,8
4/04/2018,67,1724,Holstein,54,1200,1298,1,3.55,3.9,3.05,3.09,5.08,5.04,0-200  ,0-200  ,53.5,45.2,8.1,8.9,193,204,476,53,11
4/04/2018,68,1727,Holstein,133,1324,1338,1,3.58,4.25,3.39,3.46,5.17,5.05,0-200  ,0-200  ,52.1,44.5,8.1,8.5,117,117,563,73,9
4/04/2018,69,1728,Holstein,16,1331,1368,1,4.34,4.17,3.7,3.78,5.05,5.13,0-200  ,--     ,45.5,36.3,8.6,8.9,122,144,548,40,15
4/04/2018,70,1729,Holstein,133,1230,1204,1,3.39,3.91,3.58,3.31,5.31,4.98,0-200  ,0-200  ,41.5,43.8,9.3,9.3,136,108,560,51,11
4/04/2018,71,1730,Holstein,150,1212,1210,1,4.01,4.01,3.69,3.26,5.09,5.07,--     ,--     ,39.2,33.5,8.3,8.9,99,111,488,96,7
4/04/2018,72,1731,Holstein,181,1397,1382,1,4.21,4.26,3.67,3.44,5.01,4.93,--     ,0-200  ,42,32.4,7.8,8,103,93,677,59,15
4/04/2018,73,1732,Holstein,131,1292,1332,1,4.24,3.63,3.59,3.29,4.97,4.82,0-200  ,--     ,55.8,43,8.5,8.5,192,176,545,59,11
4/04/2018,74,1734,Holstein,99,1528,1621,1,4.23,5.04,3.45,3.42,4.9,4.83,0-200  ,0-200  ,33.5,30.3,8.3,8.3,72,106,725,71,9
4/04/2018,75,1739,Holstein,114,1262,1303,1,4.37,4.45,3.55,3.26,4.97,5.09,--     ,--     ,30.2,25.3,9.3,9.8,111,113,659,69,9
4/04/2018,76,1741,Holstein,106,1292,1288,1,4.33,4.61,3.52,3.37,5.12,4.93,--     ,0-200  ,40.9,36.5,9.4,8.8,87,99,653,74,7
4/04/2018,77,1743,Holstein,108,1205,1214,1,4.36,4.29,3.5,3.19,5.04,4.97,--     ,0-200  ,31.1,23.7,9.2,9.5,84,115,725,62,11
4/04/2018,78,1744,Holstein,101,1187,1217,1,3.91,3.85,3.64,3.68,5.4,4.96,0-200  ,--     ,46.6,43.8,8,8.1,100,110,527,73,10
4/04/2018,79,1745,Holstein,98,1310,1349,1,4.2,3.58,3.35,3.37,5.08,4.74,0-200  ,--     ,37.3,34.8,8.4,8.6,108,109,407,62,11
4/04/2018,80,1759,Holstein,34,1104,1122,1,4.09,4.36,3.38,3.55,5.09,5.01,0-200  ,--     ,19.4,16.3,9,8.9,87,91,506,62,13
4/04/2018,81,1761,Holstein,50,1238,1330,1,4.53,4.03,3.41,3.56,4.99,5.18,--     ,0-200  ,36.9,33,8.1,7.8,118,143,260,51,10
4/04/2018,82,1765,Holstein,56,1171,1192,1,3.56,4.24,3.5,3.31,5.07,4.92,--     ,0-200  ,38,31.8,8.5,8.5,92,124,698,54,16
4/04/2018,83,1767,Holstein,30,997,1021,1,4.23,4.46,3.23,2.92,4.84,4.92,0-200  ,--     ,26.4,20.9,8.8,9.5,111,127,506,45,12
4/04/2018,84,4948,Holstein,154,1822,1849,5,3.99,4.21,3.85,3.63,5,5.31,--     ,0-200  ,63.6,44,8.5,9.3,111,123,566,64,9
4/04/2018,85,5000,Holstein,177,1574,1605,2,4.54,4.76,3.11,3.48,4.93,4.7,0-200  ,--     ,45.9,43.3,9.4,9.7,123,102,704,63,14
4/04/2018,86,5001,Holstein,373,1660,1628,2,4.26,4.76,3.47,3.46,5.15,4.93,--     ,0-200  ,22,22,9.8,9.6,93,83,710,80,11
4/04/2018,87,5002,Holstein,126,1459,1607,2,4.5,3.93,3.75,3.76,5.07,4.67,0-200  ,0-200  ,65.5,51.5,8.4,8.8,114,102,644,75,11
4/04/2018,88,5003,Holstein,182,1459,--    ,2,3.92,3.98,3.54,3.44,4.82,4.93,0-200  ,--     ,43,41.4,9.6,9.7,151,156,557,77,10
4/04/2018,89,5004,Holstein,2,1456,1563,2,3.96,4.45,3.51,3.55,4.53,4.58,400-800,--     ,28.1,18.5,9.8,9.7,--       ,--       ,752,--       ,14
4/04/2018,90,5101,Holstein,150,1532,1568,2,4.63,4.71,3.09,3.02,4.93,4.92,0-200  ,200-400,49.6,39,8.3,8,155,169,635,92,7
4/04/2018,91,5103,Holstein,153,1490,1512,2,4.19,3.69,3.42,3.37,5.03,5.09,0-200  ,0-200  ,37.1,29.6,9.3,9.7,87,88,602,77,8
4/04/2018,92,5104,Holstein,457,1835,1859,1,4.3,4.23,3.52,3.25,4.96,4.9,0-200  ,0-200  ,28,20.9,9.2,9.3,61,81,668,91,7
4/04/2018,93,5105,Holstein,73,1392,1413,2,4.09,5.42,3.03,3.06,5,4.82,--     ,200-400,29.3,37.5,7.8,8.1,83,122,545,97,5
4/04/2018,94,5106,Holstein,175,1315,1391,1,4.44,4.43,3.49,3.25,4.98,4.83,--     ,0-200  ,43.9,39.7,8.9,9.2,141,135,641,84,11
4/04/2018,95,5203,Holstein,190,1856,1899,2,4.7,4.57,3.76,3.36,5.04,4.92,0-200  ,0-200  ,44.7,38.2,9.8,10.9,129,123,770,75,14
4/04/2018,96,5205,Holstein,203,1758,1810,2,3.79,4.51,3.32,3.61,4.9,4.7,--     ,0-200  ,32.8,40.5,9.2,10.4,95,110,776,57,18
4/04/2018,97,5300,Holstein,389,1694,1801,1,3.95,4.8,3.21,3.3,4.84,4.71,0-200  ,200-400,32,26.2,8.8,8.8,89,88,647,56,11
4/04/2018,98,5402,Holstein,108,1476,1456,1,3.91,4.36,3.05,3.09,4.76,4.71,0-200  ,0-200  ,36.7,35,8.1,8.8,--       ,--       ,644,--       ,0
4/04/2018,99,5502,Holstein,75,1596,1617,2,4.16,4.76,3.47,3.77,5.09,4.92,0-200  ,--     ,57.1,47.5,9.5,9.5,131,100,542,74,9
4/04/2018,100,5503,Holstein,165,1469,1435,2,3.71,4.25,3.48,3.35,4.96,4.91,--     ,--     ,53.2,45.1,8.5,8.4,154,135,527,106,5
4/04/2018,101,5504,Holstein,162,1512,1596,2,3.94,5.05,3.17,3.23,4.9,4.84,0-200  ,0-200  ,41.5,37.5,8.4,8.8,86,85,758,61,14
4/04/2018,102,5601,Holstein,398,1442,1818,2,4.08,4.58,3.56,3.72,4.97,4.74,0-200  ,--     ,28.7,26.1,10,9.9,88,94,740,68,10
4/04/2018,103,5602,Holstein,92,1468,1516,2,3.89,4.09,3.16,3.09,4.93,4.88,0-200  ,0-200  ,72,62.4,8.4,8.4,83,90,839,70,10
4/04/2018,104,5700,Holstein,289,2052,2019,2,4.05,4.84,3.3,3.47,4.91,4.59,--     ,--     ,5.1,9.2,10.9,12.8,85,88,662,68,11
4/04/2018,105,5701,Holstein,114,1706,1734,2,4.3,4.25,3.51,3.57,5.05,5.18,0-200  ,0-200  ,55,43.3,8.8,9.2,112,122,605,76,8
4/04/2018,106,5702,Holstein,210,1591,1583,2,4.05,4.16,3.15,3.22,4.79,4.93,0-200  ,0-200  ,39.7,34.2,8.5,8.6,78,84,857,84,12
4/04/2018,107,5801,Holstein,238,1892,1818,2,4.59,4.84,3.35,3.3,4.78,4.71,0-200  ,0-200  ,31.8,25,8.5,8.4,59,86,875,100,9
4/04/2018,108,5802,Holstein,92,1371,1416,2,4.54,5.22,3.22,3.35,4.8,4.93,0-200  ,--     ,55.6,45.1,8.5,8.3,120,115,416,65,6
5/04/2018,1,1420,Holstein,583,2131,2072,5,4.73,4.86,3.62,3.73,4.67,5.05,200-400,0-200  ,9.2,7.6,11.4,10.5,135,127,782,100,9
5/04/2018,2,1482,Holstein,421,1995,2116,6,4.55,5.08,3.45,3.69,4.76,4.68,0-200  ,200-400,17.1,12.6,8.9,9,54,70,818,80,9
5/04/2018,3,1497,Holstein,68,1516,1594,6,4.03,4.01,3.27,3.21,5.03,5,0-200  ,0-200  ,43.2,39.2,8.5,8.5,106,124,911,82,8
5/04/2018,4,1528,Holstein,350,2040,1872,4,3.77,4.01,3.38,3.31,5.08,5.01,0-200  ,0-200  ,30.7,26.8,9.6,9.4,81,89,704,80,11
5/04/2018,5,1530,Holstein,186,1629,1646,5,4.47,5.14,3.78,3.79,4.98,4.92,--     ,--     ,55.8,46.9,8.9,9.3,121,118,587,66,7
5/04/2018,6,1533,Holstein,66,1659,1707,5,3.61,3.8,3.56,3.33,4.91,4.91,--     ,--     ,65,63.2,8.8,8.8,91,93,584,61,13
5/04/2018,7,1555,Holstein,336,1719,1927,3,5.28,4.78,3.43,3.51,4.53,4.76,400-800,--     ,22.2,22.5,10.3,9.9,102,111,641,99,5
5/04/2018,8,1570,Holstein,321,1782,1903,3,4.05,4.63,3.41,3.34,5.07,4.68,0-200  ,0-200  ,48.3,41.7,9.3,8.9,96,127,659,70,8
5/04/2018,9,1576,Holstein,269,2089,2016,4,4.21,4.3,3.37,3.32,4.92,4.88,0-200  ,--     ,31.9,34.7,10.6,11,70,81,596,107,7
5/04/2018,10,1588,Holstein,255,1537,1630,3,4.13,4.63,3.01,3.06,4.92,4.9,0-200  ,0-200  ,43.2,34.3,10.2,10.3,68,82,539,87,5
5/04/2018,11,1592,Holstein,25,1718,1761,4,4.99,4.9,2.96,3.21,4.93,4.86,--     ,0-200  ,35.6,41,8,8.4,84,89,479,103,4
5/04/2018,12,1596,Holstein,408,2167,2055,3,3.65,3.89,3.63,3.52,4.72,5.17,--     ,0-200  ,19.3,20.4,9.4,9.5,92,97,707,77,9
5/04/2018,13,1604,Holstein,273,1427,--    ,3,4.76,4.55,3.51,3.26,5,4.68,--     ,200-400,33,28.4,9,9.9,63,84,662,96,6
5/04/2018,14,1606,Holstein,238,1972,1832,3,4.68,4.44,3.93,3.69,5.07,5.17,0-200  ,0-200  ,22.2,20.7,10.5,10.1,75,74,593,65,11
5/04/2018,15,1607,Holstein,110,1673,1610,3,3.8,4.26,3.54,3.18,4.84,4.82,--     ,--     ,80.8,68.2,9.2,8.8,115,107,557,70,6
5/04/2018,16,1615,Holstein,204,1775,1747,3,4.72,4.53,3.38,3.58,4.93,4.88,0-200  ,0-200  ,56.7,49.3,8.4,8.8,85,85,554,68,8
5/04/2018,17,1621,Holstein,244,1706,1678,3,4.44,4.86,3.02,3.5,4.67,4.91,0-200  ,--     ,29,23.5,11.5,13,94,133,533,63,9
5/04/2018,18,1627,Holstein,276,1970,1975,2,3.77,3.94,3.43,3.28,5.09,4.76,--     ,0-200  ,22.5,20,8.9,9.4,96,115,692,57,15
5/04/2018,19,1633,Holstein,119,1765,1771,3,4,4.18,3.61,3.41,5.18,5,0-200  ,0-200  ,62,55.4,8.4,8,104,97,797,69,6
5/04/2018,20,1635,Holstein,197,1588,1538,2,3.68,3.98,3.58,3.58,5.26,4.9,0-200  ,--     ,44.1,34.7,11.2,10.9,71,57,680,105,5
5/04/2018,21,1637,Holstein,61,1320,1283,3,3.97,3.96,3.38,3,4.76,4.88,0-200  ,0-200  ,57.2,49.2,8.5,7.9,90,86,608,96,7
5/04/2018,22,1638,Holstein,227,1700,1714,3,4.25,4.61,3.83,3.76,4.92,4.9,--     ,--     ,52.2,46.8,8.8,8.8,95,82,809,83,7
5/04/2018,23,1643,Holstein,414,1950,2002,2,5.09,5.14,3.81,3.74,4.84,4.88,0-200  ,--     ,24.1,22.3,10.1,9.7,113,133,695,52,8
5/04/2018,24,1648,Holstein,263,1576,1686,2,4.67,4.63,3.44,3.59,4.83,4.97,--     ,--     ,36.6,47.4,9.8,10,113,135,704,65,9
5/04/2018,25,1649,Holstein,165,1573,1589,2,4.66,4.63,3.73,3.73,5.08,4.8,0-200  ,0-200  ,63,52.1,8.9,8.6,100,99,599,78,9
5/04/2018,26,1650,Holstein,155,1530,1538,2,4.68,4.79,3.51,3.67,5.08,4.96,--     ,0-200  ,44.1,55,8.6,10.3,176,166,458,97,4
5/04/2018,27,1656,Holstein,235,1667,1701,2,4.4,4.33,3.77,3.84,5.36,5.43,0-200  ,0-200  ,41.1,35.2,8.4,8.4,181,91,761,144,6
5/04/2018,28,1657,Holstein,77,1411,--    ,2,3.96,4.12,3.37,3.42,5.09,4.99,0-200  ,0-200  ,53.6,47.2,8.4,8.8,88,95,407,54,9
5/04/2018,29,1658,Holstein,251,1728,1741,2,4.2,4.65,3.46,3.77,4.81,4.93,--     ,0-200  ,43.1,35.6,9.2,8.5,90,102,878,81,9
5/04/2018,30,1660,Holstein,240,1615,1572,2,4.05,4.08,3.71,3.3,4.95,4.96,--     ,0-200  ,51.5,45.2,9.8,8.3,122,124,650,79,7
5/04/2018,31,1661,Holstein,180,1609,1796,2,4.05,4.51,3.16,3.52,4.88,4.93,0-200  ,--     ,57.2,50.2,9.5,9.6,120,117,593,78,9
5/04/2018,32,1663,Holstein,246,1745,1787,2,5.11,4.92,4.01,3.96,5.07,4.93,0-200  ,--     ,43.4,36.8,8,8,101,128,635,90,7
5/04/2018,33,1664,Holstein,202,1455,1640,2,3.81,4.7,3.59,3.51,4.68,4.98,--     ,0-200  ,31.4,29.3,8.9,8.3,109,109,647,102,7
5/04/2018,34,1666,Holstein,206,1617,1785,2,3.86,4.05,3.26,3.15,4.98,4.95,0-200  ,0-200  ,53.6,40.7,9.3,9.3,93,102,728,78,8
5/04/2018,35,1668,Holstein,178,1689,1709,2,3.82,4.42,3.16,3.49,5.04,5.07,--     ,--     ,48,37.7,9,9.4,119,106,629,73,9
5/04/2018,36,1670,Holstein,293,1830,1976,2,4.54,4.86,3.3,3.49,5.01,4.93,--     ,--     ,47.3,41.2,8.5,9.2,81,95,776,72,9
5/04/2018,37,1676,Holstein,354,1607,1630,1,5.55,5.05,3.36,3.69,5.03,4.93,--     ,0-200  ,22.9,33.2,9.3,9.4,112,116,728,97,8
5/04/2018,38,1677,Holstein,19,1446,1537,2,3.7,4.61,3.06,3.2,4.83,4.73,0-200  ,200-400,60.2,51.7,7.8,7.8,97,101,686,51,28
5/04/2018,39,1678,Holstein,56,--    ,1316,2,3.94,3.7,3.75,3.7,4.8,5.01,0-200  ,--     ,55.1,49.6,8.8,8.3,96,107,455,81,6
5/04/2018,40,1680,Holstein,68,1408,1318,2,4.45,4.23,3.47,3.09,4.95,4.96,--     ,--     ,65.2,52.4,8.5,8.4,132,126,452,56,6
5/04/2018,41,1681,Holstein,425,1463,1656,1,4.86,4.95,3.51,3.47,4.83,4.82,0-200  ,0-200  ,30.9,29.7,8.4,7.6,110,130,725,52,11
5/04/2018,42,1684,Holstein,385,1433,1469,1,4.34,4.26,3.58,3.58,5.04,4.82,0-200  ,--     ,52.3,35.4,9.2,9.2,68,87,803,65,8
5/04/2018,43,1685,Holstein,102,1424,1418,2,4.49,4.05,3.78,3.46,5.14,4.98,--     ,0-200  ,43.2,34.7,8.5,8.3,122,114,473,50,11
5/04/2018,44,1688,Holstein,339,1615,1465,1,4.26,4.81,3.45,3.72,5.03,5.08,--     ,--     ,35.2,29.7,8.3,8.5,3609,119,569,46,13
5/04/2018,45,1689,Holstein,418,1349,1445,1,4.68,4.66,3.42,3.38,4.93,4.93,0-200  ,0-200  ,39.2,31,8.6,8.5,95,121,644,84,7
5/04/2018,46,1690,Holstein,78,1274,1406,2,3.99,3.74,3.22,3.22,4.9,4.87,--     ,--     ,53.8,46.7,8.3,8.3,135,135,317,73,4
5/04/2018,47,1691,Holstein,364,1591,1607,1,4.37,3.89,3.09,3.05,4.87,4.84,0-200  ,0-200  ,50.1,40.4,8.8,8.3,95,132,719,58,9
5/04/2018,48,1693,Holstein,37,1330,1332,2,4.13,4.09,3.55,3.48,4.99,4.83,--     ,0-200  ,57.1,51.9,8.8,9.2,134,114,410,40,12
5/04/2018,49,1699,Holstein,378,1833,1990,1,5.22,5.76,3.54,3.42,4.83,4.72,0-200  ,200-400,9,6.5,8.8,7.6,69,112,575,74,9
5/04/2018,50,1701,Holstein,40,1346,1374,2,4.63,4.47,3.69,3.75,4.99,5.04,0-200  ,0-200  ,52.9,51.4,9.8,9.7,114,116,572,55,11
5/04/2018,51,1702,Holstein,426,--    ,1533,1,4.53,4.82,3.58,3.09,5,4.65,0-200  ,0-200  ,22.6,18.5,9.3,8.4,66,86,614,78,7
5/04/2018,52,1704,Holstein,74,1474,1406,2,4.17,4.44,3.01,2.92,4.88,4.79,0-200  ,0-200  ,52.2,47.7,8.3,8.1,123,128,377,65,5
5/04/2018,53,1705,Holstein,87,1638,1543,2,3.74,3.67,3.38,3.47,5.05,5.17,--     ,0-200  ,41.3,34.2,8.3,8.4,131,116,587,52,10
5/04/2018,54,1709,Holstein,210,1520,1615,1,4.29,4.96,3.45,3.57,5.05,4.93,0-200  ,0-200  ,36.9,30.2,9.6,8,75,106,788,63,12
5/04/2018,55,1710,Holstein,208,1389,1340,1,4.46,4.2,3.34,3.2,4.91,5.11,0-200  ,--     ,37.6,31.2,8.8,9.6,121,116,590,86,8
5/04/2018,56,1711,Holstein,192,1473,1480,1,4.54,4.16,3.76,3.43,5.16,5,0-200  ,--     ,49.8,37.2,8.6,8.8,115,126,638,77,9
5/04/2018,57,1712,Holstein,140,1416,1442,1,4.29,4.5,3.36,3.31,4.9,4.92,0-200  ,0-200  ,48.1,41.3,8.6,9.2,130,130,425,82,6
5/04/2018,58,1713,Holstein,163,1369,1378,1,3.99,4.01,3.08,3.12,4.73,4.75,0-200  ,0-200  ,43.9,37.5,9.3,8.8,243,213,377,101,4
5/04/2018,59,1714,Holstein,199,1533,1498,1,4.25,4.61,3.55,3.48,5.08,5.01,0-200  ,--     ,39.6,26.8,8.8,8.9,94,113,620,84,10
5/04/2018,60,1715,Holstein,214,--    ,1584,1,4.15,4.22,3.5,3.23,5.01,4.96,--     ,0-200  ,48.2,39.6,9.4,9.3,120,156,668,64,9
5/04/2018,61,1716,Holstein,138,1294,1305,1,4.95,5,3.72,3.66,5.08,5.05,0-200  ,0-200  ,41.6,39.2,8.3,8.6,163,229,695,95,6
5/04/2018,62,1717,Holstein,178,1460,1491,1,3.85,3.97,3.35,3.29,5.07,4.93,0-200  ,0-200  ,50.8,39.1,8.8,8.1,91,98,674,69,7
5/04/2018,63,1718,Holstein,214,1457,1481,1,4.53,4.38,3.56,3.63,5.14,5.22,0-200  ,0-200  ,35.1,29.8,8.8,9.3,110,99,515,62,6
5/04/2018,64,1719,Holstein,111,1056,1137,1,4.13,4.61,3.41,3.44,5.08,4.83,0-200  ,0-200  ,30.7,27.6,9.7,9.6,110,124,740,81,6
5/04/2018,65,1721,Holstein,97,1396,1449,1,4.28,4.83,3.68,3.62,5.05,4.9,0-200  ,--     ,25.2,27.4,8.9,9,132,148,554,50,9
5/04/2018,66,1722,Holstein,134,1246,1313,1,4.44,4.92,2.96,3.4,4.73,4.95,0-200  ,--     ,40.3,31.7,8.5,8.8,88,97,419,60,11
5/04/2018,67,1724,Holstein,55,1198,1237,1,3.68,4.01,3.2,3.15,4.93,4.95,--     ,--     ,49.4,44.9,8.4,8.6,190,206,224,53,9
5/04/2018,68,1727,Holstein,134,1355,1333,1,3.85,4.25,3.52,3.45,4.82,4.99,0-200  ,0-200  ,47,42.1,8.8,8.1,112,112,590,81,8
5/04/2018,69,1728,Holstein,17,--    ,1374,1,4.09,3.93,3.79,3.5,5.16,5.09,--     ,0-200  ,41.7,37.4,8.8,8.8,124,146,446,40,11
5/04/2018,70,1729,Holstein,134,1194,1248,1,4.16,4.26,3.55,3.61,4.76,4.93,0-200  ,--     ,55.6,62.9,9.3,10,131,114,515,59,10
5/04/2018,71,1730,Holstein,151,1204,1245,1,4.28,3.87,3.33,3.38,4.98,5.09,0-200  ,0-200  ,37.5,41.1,8.4,7.8,102,109,536,88,8
5/04/2018,72,1731,Holstein,182,1368,1440,1,4.57,4.53,3.57,3.4,4.93,5.01,0-200  ,0-200  ,39.4,32.7,7.8,7.6,99,91,620,60,10
5/04/2018,73,1732,Holstein,132,1316,1356,1,3.73,3.79,3.43,3.55,5.09,4.86,0-200  ,--     ,53.7,45,7.9,8.5,188,177,581,61,9
5/04/2018,74,1734,Holstein,100,1481,1558,1,4.07,5.16,3.44,3.47,4.93,5.01,0-200  ,--     ,33,31.6,8.5,8.3,69,101,593,73,8
5/04/2018,75,1739,Holstein,115,1254,1268,1,4.43,4.79,3.59,3.63,4.99,5.15,--     ,--     ,31.7,27.7,8.1,9.6,109,111,620,71,7
5/04/2018,76,1741,Holstein,107,1279,--    ,1,4.34,4.44,3.46,3.42,4.99,4.99,0-200  ,--     ,40.1,35,8.6,8.9,93,108,635,74,8
5/04/2018,77,1743,Holstein,109,1268,1317,1,4.16,3.9,3.23,3.23,4.96,4.99,0-200  ,0-200  ,31.3,25.2,8.9,8.8,82,113,620,63,6
5/04/2018,78,1744,Holstein,102,1170,1195,1,4.01,4.26,3.73,3.63,4.84,4.9,0-200  ,0-200  ,46.6,39,8.5,8.3,87,109,686,75,9
5/04/2018,79,1745,Holstein,99,1341,1349,1,4.28,4.34,3.55,3.56,4.93,4.95,0-200  ,0-200  ,42.2,37.1,8.6,8.1,100,105,485,69,5
5/04/2018,80,1759,Holstein,35,1166,1211,1,4.66,4.16,3.58,3.32,5.09,4.92,0-200  ,--     ,20.4,16.8,8.5,8.5,88,96,629,58,9
5/04/2018,81,1761,Holstein,51,1277,1301,1,4.38,4.4,3.46,3.4,5.15,5.03,0-200  ,0-200  ,43.5,39,7.8,7.4,116,141,488,53,5
5/04/2018,82,1765,Holstein,57,1240,1181,1,4.09,4.43,3.25,3.1,5.03,5.13,0-200  ,--     ,40,31.3,8.8,8.9,91,126,896,51,11
5/04/2018,83,1767,Holstein,31,1011,1025,1,3.85,4.45,2.94,3.1,5.03,4.86,--     ,0-200  ,23,24.6,8.3,8.6,107,131,419,44,11
5/04/2018,84,1777,Holstein,1,1141,--    ,1,5.25,5.62,3.63,4.43,4.66,3.47,--     ,--     ,8.2,1.2,9.4,8,--       ,--       ,--   ,--       ,--   
5/04/2018,85,4948,Holstein,155,1882,1876,5,4.12,4.4,3.78,3.71,5.01,5,--     ,--     ,56.1,49.6,8.6,8.8,107,111,575,72,8
5/04/2018,86,5000,Holstein,178,1578,1581,2,4.48,4.75,3.09,3.35,4.75,4.68,--     ,0-200  ,41.3,37.6,8.8,9.3,119,102,677,65,10
5/04/2018,87,5001,Holstein,374,1717,1651,2,4.61,4.93,3.79,3.82,4.99,5.11,0-200  ,--     ,26.8,23.6,8.5,10,87,84,602,81,8
5/04/2018,88,5002,Holstein,127,--    ,1547,2,3.72,3.89,3.5,3.55,4.98,5.28,0-200  ,0-200  ,53.1,50.8,8.4,8.5,113,107,662,79,8
5/04/2018,89,5003,Holstein,183,1475,1459,2,3.89,4.5,3.29,3.38,5.01,4.91,0-200  ,0-200  ,44.3,37.3,9.7,9.3,147,158,674,81,7
5/04/2018,90,5004,Holstein,3,1590,1171,2,4.51,4.37,3.46,3.24,4.61,4.28,--     ,400-800,34.3,27.8,9,9.3,--       ,--       ,638,--       ,10
5/04/2018,91,5101,Holstein,151,1520,1530,2,4.36,4.57,2.92,3.16,4.75,4.92,0-200  ,--     ,47.8,34.6,8,7.4,154,176,659,95,7
